FID,id,geom,oid,sr_no,girth_cm,height_m,canopy_dia_m,condition,other_remarks,ownership,society_name,road_name,northing,easting,balanced,remarks,special_collar,ward_name,botanical_name,saar_uid,common_name,local_name,economic_i,phenology,flowering,ward,is_rare
trees_display.fid--1672c0a_16c6758e284_-e38,18038741,POINT (73.87415841200004 18.56424356200004),,,26,5,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56424356,73.87415841,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021357,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e37,18038742,POINT (73.87416645900002 18.564220360000025),,,26,5,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56422036,73.87416646,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021359,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e36,18038743,POINT (73.87414600700006 18.56420160800006),,,25,4,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56420161,73.87414601,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021358,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e35,18038744,POINT (73.87407459300003 18.564188259000034),,,26,5,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56418826,73.87407459,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021360,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e34,18038745,POINT (73.87396998700004 18.56422639900006),,,26,6,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.5642264,73.87396999,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021361,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e33,18038746,POINT (73.87413360200003 18.564192073000065),,,23,5,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56419207,73.8741336,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021362,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e32,18038747,POINT (73.87412991400002 18.56422481000004),,,20,4,2,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56422481,73.87412991,TRUE,NA,N/A,16,Albizia saman (Jacq.) Merr.,4021363,Rain Tree,Rain Tree,Timber wood,Seasonal,March-July,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e31,18038748,POINT (73.87409437400005 18.564207011000047),,,25,5,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56420701,73.87409437,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021365,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e30,18038749,POINT (73.87397903900008 18.56422481000004),,,12,2,1,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56422481,73.87397904,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021364,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e2f,18038750,POINT (73.87412622600006 18.564199701000057),,,26,5,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.5641997,73.87412623,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021366,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e2e,18038751,POINT (73.87410175100004 18.564193662000022),,,25,4,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56419366,73.87410175,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021367,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e2d,18038752,POINT (73.87400720300008 18.564222585000024),,,65,6,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56422258,73.8740072,TRUE,NA,N/A,16,Acacia nilotica (Linn.) Del.,4021368,Babul,Babool,Timber wood,Seasonal,October-December,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e2c,18038753,POINT (73.87400250900004 18.564193662000022),,,10,2,1,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56419366,73.87400251,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021369,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e2b,18038754,POINT (73.87409236300005 18.564172686000045),,,20,4,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56417269,73.87409236,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021371,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e2a,18038755,POINT (73.87411147400007 18.564179360000026),,,25,5,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56417936,73.87411147,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021370,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e29,18038756,POINT (73.87410040900005 18.564164104000035),,,20,4,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.5641641,73.87410041,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021372,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e28,18038757,POINT (73.87404777100002 18.564222903000026),,,20,5,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.5642229,73.87404777,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021373,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e27,18038758,POINT (73.87412790200005 18.56416029000008),,,20,5,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56416029,73.8741279,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021374,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e26,18038759,POINT (73.87397032200008 18.564207965000033),,,25,4,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56420797,73.87397032,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021375,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e25,18038760,POINT (73.87415740600005 18.564221949000054),,,20,5,3,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56422195,73.87415741,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021377,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e24,18038761,POINT (73.87412220200008 18.564224174000046),,,10,2,1,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56422417,73.8741222,TRUE,NA,N/A,16,Prosopis juliflora (Sw.)Dc.,4021376,Mesquite,Villayati Babul,Timber wood,Seasonal,October-May,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e23,18038762,POINT (73.87394215900005 18.564224174000046),,,25,7,2,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56422417,73.87394216,TRUE,NA,N/A,16,Leucaena leucocephala (Lamk.)De.wit.,4021378,Subabul,Subabul,Timber wood,Seasonal,July-January,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e22,18038763,POINT (73.87395389400004 18.56421559300002),,,20,5,2,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56421559,73.87395389,TRUE,NA,N/A,16,Leucaena leucocephala (Lamk.)De.wit.,4021379,Subabul,Subabul,Timber wood,Seasonal,July-January,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e21,18038764,POINT (73.87396059900004 18.564222585000024),,,21,6,2,Healthy,,Public,"N/A
","Alandi Road 
    
    
    
",18.56422258,73.8739606,TRUE,NA,N/A,16,Leucaena leucocephala (Lamk.)De.wit.,4021380,Subabul,Subabul,Timber wood,Seasonal,July-January,16,FALSE
trees_display.fid--1672c0a_16c6758e284_-e20,18038765,POINT (73.8295475770001 18.562391234000067),,,90,5,4,Healthy,,Private,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56239123,73.82954758,TRUE,Mechanically cut,Collar,7,Ficus elastica Roxb. ex Hornem,4021381,Indian Rubber Tree,Indian Rubber Tree,Ornamental,Seasonal,November-March,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e1f,18038766,POINT (73.82952041900003 18.562069585000064),,,40,5,4,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56206958,73.82952042,TRUE,Mechanically cut,Collar,7,Polyalthia longifolia (sonnerat) Thwaites,4021383,Ashoka,Ashoka,Ornamental,Seasonal,April-June,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e1e,18038767,POINT (73.829535171 18.562363900000015),,,90,6,5,Healthy,,Private,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.5623639,73.82953517,TRUE,Mechanically cut,Collar,7,Albizia saman (Jacq.) Merr.,4021382,Rain Tree,Rain Tree,Timber wood,Seasonal,March-July,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e1d,18038768,POINT (73.82950700800009 18.561976142000056),,,40,5,1,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56197614,73.82950701,TRUE,Mechanically cut,Collar,7,Polyalthia longifolia var.pendula,4021385,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e1c,18038769,POINT (73.82951002600002 18.562005065000037),,,35,5,4,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56200507,73.82951003,TRUE,Mechanically cut,Collar,7,Syzygium cumini (Linn.)Skeels.,4021384,Jamun,Jamun,Fruit,Seasonal,March-May,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e1b,18038770,POINT (73.82951237300007 18.561951986000036),,,10,4,3,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56195199,73.82951237,TRUE,Mechanically cut,N/A,7,Annona reticulata Linn.,4021386,Bull's Heart,Ramphal,Fruit,Seasonal,August-October,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e1a,18038771,POINT (73.82978662800008 18.561968196000066),,,20,3,2,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.5619682,73.82978663,TRUE,Mechanically cut,N/A,7,Annona reticulata Linn.,4021387,Bull's Heart,Ramphal,Fruit,Seasonal,August-October,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e19,18038772,POINT (73.82990732800008 18.561781627000055),,,35,4,3,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56178163,73.82990733,TRUE,Mechanically cut,N/A,7,Gliricidia sepium (Jacq.) Walp.,4021388,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e18,18038773,POINT (73.82979802800008 18.561744440000037),,,80,7,6,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56174444,73.82979803,TRUE,Mechanically cut,Collar,7,Cocos nucifera Linn.,4021389,Coconut,Naral,Fruit,Throughout year,Throughout year,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e17,18038774,POINT (73.82915396200005 18.56187284500002),,,20,4,3,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56187284,73.82915396,TRUE,Mechanically cut,N/A,7,Annona reticulata Linn.,4021390,Bull's Heart,Ramphal,Fruit,Seasonal,August-October,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e16,18038775,POINT (73.82920492400008 18.56180196800006),,,45,5,4,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56180197,73.82920492,TRUE,Mechanically cut,N/A,7,Mangifera indica Linn.,4021391,Mango,Amba,Fruit,Seasonal,January-March,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e15,18038776,POINT (73.82917240300002 18.56181055000006),,,75,6,5,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56181055,73.8291724,TRUE,Mechanically cut,N/A,7,Cocos nucifera Linn.,4021392,Coconut,Naral,Fruit,Throughout year,Throughout year,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e14,18038777,POINT (73.82980305700006 18.56169422200003),,,20,4,3,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56169422,73.82980306,TRUE,Mechanically cut,N/A,7,N/A,4021394,Unidentified,Unidentified,N/A,N/A,N/A,7,
trees_display.fid--1672c0a_16c6758e284_-e13,18038778,POINT (73.82982853800006 18.561829938000074),,,75,6,5,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56182994,73.82982854,TRUE,Mechanically cut,N/A,7,Leucaena leucocephala (Lamk.)De.wit.,4021393,Subabul,Subabul,Timber wood,Seasonal,July-January,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e12,18038779,POINT (73.82942386000008 18.56201332900002),,,22,5,4,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56201333,73.82942386,TRUE,Mechanically cut,N/A,7,Swietenia macrophylla King.,4021396,Bigleaf Mahogani,Mothi Mahogani,Timber wood,Seasonal,March-April,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e11,18038780,POINT (73.82942754800004 18.561952304000037),,,40,6,5,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.5619523,73.82942755,TRUE,Mechanically cut,Collar,7,Polyalthia longifolia (sonnerat) Thwaites,4021395,Ashoka,Ashoka,Ornamental,Seasonal,April-June,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e10,18038781,POINT (73.82941547800006 18.561876659000056),,,22,5,4,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56187666,73.82941548,TRUE,Mechanically cut,N/A,7,N/A,4021397,Unidentified,Unidentified,N/A,N/A,N/A,7,
trees_display.fid--1672c0a_16c6758e284_-e0f,18038782,POINT (73.82942419500006 18.56208102700002),,,42,5,1,Healthy,,Private,Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56208103,73.8294242,TRUE,Mechanically cut,N/A,7,Polyalthia longifolia var.pendula,4021398,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e0e,18038783,POINT (73.82953081300008 18.56253139900001),,,45,6,5,Healthy,,On Road,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.5625314,73.82953081,TRUE,Mechanically cut,N/A,7,Senna siamea (Lam.) Irwin & Barneby,4021399,Siamese Cassia,Kashid,Ornamental,Seasonal,August-May,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e0d,18038784,POINT (73.82955528800002 18.56251487100006),,,75,6,5,Healthy,,Private,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56251487,73.82955529,TRUE,Mechanically cut,N/A,7,Senna siamea (Lam.) Irwin & Barneby,4021400,Siamese Cassia,Kashid,Ornamental,Seasonal,August-May,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e0c,18038785,POINT (73.82957741600003 18.56252949200006),,,120,7,6,Healthy,,Private,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56252949,73.82957742,TRUE,Mechanically cut,N/A,7,Albizia saman (Jacq.) Merr.,4021401,Rain Tree,Rain Tree,Timber wood,Seasonal,March-July,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e0b,18038786,POINT (73.78838505600004 18.552009180000017),,,42,6,5,Healthy,,Government,Na,Baner Sus Road,18.55200918,73.78838506,TRUE,NA,N/A,9,Gliricidia sepium (Jacq.) Walp.,4024764,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
trees_display.fid--1672c0a_16c6758e284_-e0a,18038787,POINT (73.80614027400004 18.481689322000022),,,90,7,6,Healthy,,Private,Vighnahartha Pratithan Warje,Karve Road,18.48168932,73.80614027,TRUE,Mechanically cut,Collar,30,Alstonia scholaris (Linn.)R.Br.,4021402,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-e09,18038788,POINT (73.80606483700006 18.481677238000028),,,87,7,5,Healthy,,Private,Vighnahartha Pratithan Warje,Karve Road,18.48167724,73.80606484,TRUE,Mechanically cut,Collar,30,Alstonia scholaris (Linn.)R.Br.,4021403,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-e08,18038789,POINT (73.80560752000008 18.481748785000015),,,20,5,4,Healthy,,Private,Dangat Patil Industrial  Warje,Karve Road,18.48174879,73.80560752,TRUE,Mechanically cut,N/A,30,Ficus benjamina L.,4021405,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-e07,18038790,POINT (73.805660829 18.481711898000054),,,15,4,3,Healthy,,Private,Dangat Patil Industrial  Warje,Karve Road,18.4817119,73.80566083,TRUE,Mechanically cut,N/A,30,Ficus benjamina L.,4021404,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-e06,18038791,POINT (73.80555924000004 18.48177581300007),,,35,5,4,Healthy,,Private,Dangat Patil Industrial  Warje,Karve Road,18.48177581,73.80555924,TRUE,Mechanically cut,N/A,30,Ficus benjamina L.,4021406,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-e05,18038792,POINT (73.80568295700007 18.481697589000067),,,15,4,3,Healthy,,Private,Dangat Patil Industrial  Warje,Karve Road,18.48169759,73.80568296,TRUE,Mechanically cut,N/A,30,Ficus benjamina L.,4021407,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-e04,18038793,POINT (73.80577851100001 18.481668017000064),,,32,6,4,Healthy,,Private,Dangat Patil Industrial  Warje,Karve Road,18.48166802,73.80577851,TRUE,Mechanically cut,N/A,30,Ficus benjamina L.,4021408,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-e03,18038794,POINT (73.82960055000008 18.562524724000053),,,75,6,5,Healthy,,On Road,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56252472,73.82960055,TRUE,Mechanically cut,N/A,7,Gliricidia sepium (Jacq.) Walp.,4021409,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-e02,18038795,POINT (73.80590558100002 18.481682008000067),,,80,7,5,Healthy,,Private,Dangat Patil Industrial  Warje,Karve Road,18.48168201,73.80590558,TRUE,Mechanically cut,N/A,30,Syzygium cumini (Linn.)Skeels.,4021411,Jamun,Jamun,Fruit,Seasonal,March-May,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-e01,18038796,POINT (73.80581170300007 18.481664201000036),,,30,4,3,Healthy,,Private,Dangat Patil Industrial  Warje,Karve Road,18.4816642,73.8058117,TRUE,Mechanically cut,N/A,30,Ficus benjamina L.,4021410,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-e00,18038797,POINT (73.80610674600008 18.481915408000077),,,25,6,4,Healthy,,Private,Shivganga Society Warje,Karve Road,18.48191541,73.80610675,TRUE,Mechanically cut,N/A,30,Mangifera indica Linn.,4021441,Mango,Amba,Fruit,Seasonal,January-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dff,18038798,POINT (73.80593374400004 18.481681054000017),,,10,3,3,Healthy,,Private,Dangat Patil Industrial  Warje,Karve Road,18.48168105,73.80593374,TRUE,Mechanically cut,Collar,30,Ficus benjamina L.,4021412,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dfe,18038799,POINT (73.80574163000007 18.482102065000042),,,150,12,6,Healthy,,Private,Sagar Nivas  Warje,Canal  Road,18.48210206,73.80574163,TRUE,NA,Collar,30,Cocos nucifera Linn.,4021465,Coconut,Naral,Fruit,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dfd,18038800,POINT (73.80559947300004 18.482201275),,,60,7,5,Healthy,,Private,Shreedhar Nivas  Warje,Canal  Road,18.48220128,73.80559947,TRUE,NA,Collar,30,Cocos nucifera Linn.,4021468,Coconut,Naral,Fruit,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dfc,18038801,POINT (73.9002821220001 18.511846839000036),,,12,3,1,Healthy,,Public,N/A,Bt Kavade Road,18.51184684,73.90028212,TRUE,Mechanically cut,N/A,41,Pongamia pinnata (L.) Pierre,4021696,Pongam Tree,Karanj,Medicinal,Seasonal,March-August,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-dfb,18038802,POINT (73.80539830800004 18.482195870000044),,,90,7,5,Healthy,,Private,Suraj Nivas  Warje,Canal  Road,18.48219587,73.80539831,TRUE,NA,Collar,30,Cocos nucifera Linn.,4021474,Coconut,Naral,Fruit,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dfa,18038803,POINT (73.80405552700007 18.483348237000016),,,60,6,4,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48334824,73.80405553,TRUE,Mechanically cut,N/A,30,Moringa oleifera Lam.,4021517,Drum Stick,Shevga,Vegetable,Seasonal,January-April,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-df9,18038804,POINT (73.80442366000005 18.483162854000057),,,50,6,4,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48316285,73.80442366,TRUE,Mechanically cut,N/A,30,Ficus racemosa L.,4021529,Cluster Fig Tree,Umber,Medicinal,Seasonal,March-May,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-df8,18038805,POINT (73.90021305500008 18.511802011000047),,,252,15,12,Healthy,,Public,N/A,Bt Kavade Road,18.51180201,73.90021305,TRUE,Mechanically cut,N/A,41,Acacia polyacantha Willd.,4021663,White Catechu,Sonkhair,Timber wood,Seasonal,April-July,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-df7,18038806,POINT (73.90029050400007 18.51191360300003),,,15,3,1,Healthy,,Public,N/A,Bt Kavade Road,18.5119136,73.9002905,TRUE,Mechanically cut,N/A,41,Pongamia pinnata (L.) Pierre,4021675,Pongam Tree,Karanj,Medicinal,Seasonal,March-August,41,FALSE
trees_display.fid--1672c0a_16c6758e284_-df6,18038807,POINT (73.80663882900005 18.481819377000015),,,56,7,6,Healthy,,Private,Dangat Patil Industrial  Warje,Karve Road,18.48181938,73.80663883,FALSE,Mechanically cut,N/A,30,Muntingia calabura L.,4021413,Singapor Cherry,Singapor Cherry,Timber wood,Seasonal,March-May,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-df5,18038808,POINT (73.80663715300005 18.48167056000004),,,35,6,4,Healthy,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48167056,73.80663715,TRUE,Mechanically cut,N/A,30,Moringa oleifera Lam.,4021414,Drum Stick,Shevga,Vegetable,Seasonal,January-April,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-df4,18038809,POINT (73.80666665700004 18.481703949000064),,,30,5,4,Healthy,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48170395,73.80666666,TRUE,Mechanically cut,Collar,30,Psidium gaujava L.,4021415,Guava,Peru,Fruit,Seasonal,April-June,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-df3,18038810,POINT (73.80666531600008 18.481739563000062),,,23,4,3,Healthy,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48173956,73.80666532,TRUE,Mechanically cut,Collar,30,Annona squamosa Linn.,4021417,Custard Apple,Sitaphal,Fruit,Seasonal,July-August,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-df2,18038811,POINT (73.82961496700005 18.562511693000012),,,75,6,5,Healthy,,On Road,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56251169,73.82961497,TRUE,Mechanically cut,N/A,7,Ficus racemosa L.,4021416,Cluster Fig Tree,Umber,Medicinal,Seasonal,March-May,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-df1,18038812,POINT (73.80672935400007 18.481743379000015),,,200,9,6,Healthy,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48174338,73.80672935,TRUE,Mechanically cut,Collar,30,Syzygium cumini (Linn.)Skeels.,4021419,Jamun,Jamun,Fruit,Seasonal,March-May,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-df0,18038813,POINT (73.80663111800003 18.481410767000046),,,80,7,4,Healthy,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48141077,73.80663112,TRUE,Mechanically cut,N/A,30,Artocarpus heterophyllus Lamk.,4021418,Jackfruit,Phanas,Fruit,Seasonal,January-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-def,18038814,POINT (73.80677696300006 18.481758642000052),,,150,10,7,Healthy,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48175864,73.80677696,FALSE,Mechanically cut,Collar,30,Ficus racemosa L.,4021420,Cluster Fig Tree,Umber,Medicinal,Seasonal,March-May,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dee,18038815,POINT (73.80681786700006 18.481777721000068),,,98,9,4,Healthy,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48177772,73.80681787,TRUE,Mechanically cut,Collar,30,Polyalthia longifolia (sonnerat) Thwaites,4021421,Ashoka,Ashoka,Ornamental,Seasonal,April-June,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-ded,18038816,POINT (73.78830291300005 18.551853432000026),,,22,4,2,Healthy,,Government,Na,Baner Sus Road,18.55185343,73.78830291,TRUE,NA,N/A,9,Gliricidia sepium (Jacq.) Walp.,4024766,Giripushpa,Giripushpa,Firewood,Seasonal,March-June,9,FALSE
